Date,Time,Currency,Impact,Title,Actual,Forecast,Previous,Alerts
10-17-2018,3:02,CNY,L,M2 Money Supply y/y,8.30%,8.20%,8.20%,
10-17-2018,3:02,CNY,L,New Loans,1380B,1355B,1280B,
10-17-2018,3:30,GBP,H,CPI y/y,2.40%,2.60%,2.70%,
10-17-2018,3:30,GBP,L,Core CPI y/y,1.90%,2.00%,2.10%,
10-17-2018,3:30,GBP,L,FPC Meeting Minutes,,,,
10-17-2018,3:30,GBP,L,HPI y/y,3.20%,2.90%,3.40%,3.10%
10-17-2018,3:30,GBP,L,PPI Output m/m,0.40%,0.20%,0.20%,
10-17-2018,3:30,GBP,M,PPI Input m/m,1.30%,0.90%,1.20%,0.50%
10-17-2018,3:30,GBP,M,RPI y/y,3.30%,3.50%,3.50%,
10-17-2018,4:00,EUR,L,Final Core CPI y/y,0.90%,0.90%,0.90%,
10-17-2018,4:00,EUR,L,Final CPI y/y,2.10%,2.10%,2.10%,
10-17-2018,4:35,EUR,L,German 30-y Bond Auction,1.04|1.4,,1.10|2.0,
10-17-2018,7:30,CAD,M,Manufacturing Sales m/m,-0.40%,-0.60%,1.20%,0.90%
10-17-2018,7:30,USD,M,Building Permits,1.24M,1.27M,1.25M,1.23M
10-17-2018,7:30,USD,M,Housing Starts,1.20M,1.22M,1.27M,1.28M
10-17-2018,8:15,GBP,M,MPC Member Cunliffe Speaks,,,,
10-17-2018,8:30,GBP,L,CB Leading Index m/m,-0.20%,,0.00%,-0.20%
10-17-2018,9:30,USD,M,Crude Oil Inventories,6.5M,1.6M,6.0M,
10-17-2018,11:10,USD,M,FOMC Member Brainard Speaks,,,,
10-17-2018,11:30,EUR,M,German Buba President Weidmann Speaks,,,,
10-17-2018,12:00,GBP,M,MPC Member Broadbent Speaks,,,,
10-17-2018,13:00,USD,H,FOMC Meeting Minutes,,,,
10-17-2018,16:00,USD,M,Treasury Currency Report,,,,
10-17-2018,18:50,JPY,L,Trade Balance,-0.24T,-0.34T,-0.19T,
10-17-2018,19:30,AUD,H,Employment Change,5.6K,15.2K,44.6K,44.0K
10-17-2018,19:30,AUD,H,Unemployment Rate,5.00%,5.30%,5.30%,
10-17-2018,19:30,AUD,L,NAB Quarterly Business Confidence,3,,7,
10-17-2018,19:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
10-18-2018,0:01,EUR,H,EU Economic Summit [Day 2],,,,
10-18-2018,1:00,CHF,L,Trade Balance,2.43B,2.45B,2.08B,2.13B
10-18-2018,1:00,EUR,L,German WPI m/m,0.40%,0.40%,0.30%,
10-18-2018,2:00,CNY,L,Foreign Direct Investment ytd/y,2.90%,,2.30%,
10-18-2018,3:30,GBP,H,Retail Sales m/m,-0.80%,-0.40%,0.40%,0.30%
10-18-2018,3:45,EUR,L,Spanish 10-y Bond Auction,1.64|2.1,,1.54|2.4,
10-18-2018,7:30,CAD,L,ADP Non-Farm Employment Change,28.8K,,42.7K,13.6K
10-18-2018,7:30,USD,L,Unemployment Claims,210K,211K,215K,214K
10-18-2018,7:30,USD,M,Philly Fed Manufacturing Index,22.2,19.7,22.9,
10-18-2018,9:00,USD,L,CB Leading Index m/m,0.50%,0.50%,0.40%,
10-18-2018,9:30,USD,L,Natural Gas Storage,81B,85B,90B,
10-18-2018,11:15,USD,M,FOMC Member Quarles Speaks,,,,
10-18-2018,16:45,NZD,L,Visitor Arrivals m/m,-1.90%,,2.80%,2.80%
10-18-2018,18:30,JPY,L,National Core CPI y/y,1.00%,1.00%,0.90%,
10-18-2018,21:00,CNY,H,GDP q/y,6.50%,6.60%,6.70%,
10-18-2018,21:00,CNY,L,Retail Sales y/y,9.20%,9.00%,9.00%,
10-18-2018,21:00,CNY,L,Unemployment Rate,4.90%,,5.00%,
10-18-2018,21:00,CNY,M,Fixed Asset Investment ytd/y,5.40%,5.30%,5.30%,
10-18-2018,21:00,CNY,M,Industrial Production y/y,5.80%,6.00%,6.10%,
10-18-2018,21:00,CNY,M,NBS Press Conference,,,,
10-18-2018,21:00,NZD,L,Credit Card Spending y/y,7.80%,,7.80%,7.70%
10-19-2018,1:30,JPY,H,BOJ Gov Kuroda Speaks,,,,
10-19-2018,3:00,EUR,L,Current Account,23.9B,21.4B,19.5B,21.3B
10-19-2018,3:30,GBP,M,Public Sector Net Borrowing,3.3B,4.6B,4.8B,5.9B
10-19-2018,7:30,CAD,H,Core Retail Sales m/m,-0.40%,0.10%,0.80%,0.90%
10-19-2018,7:30,CAD,H,CPI m/m,-0.40%,0.10%,-0.10%,
10-19-2018,7:30,CAD,L,Core CPI m/m,0.00%,,0.10%,
10-19-2018,7:30,CAD,M,Common CPI y/y,1.90%,,2.00%,
10-19-2018,7:30,CAD,M,Median CPI y/y,2.00%,,2.10%,
10-19-2018,7:30,CAD,M,Retail Sales m/m,-0.10%,0.30%,0.20%,0.30%
10-19-2018,7:30,CAD,M,Trimmed CPI y/y,2.10%,,2.20%,
10-19-2018,9:00,USD,L,Existing Home Sales,5.15M,5.29M,5.33M,5.34M
10-19-2018,11:00,USD,M,FOMC Member Bostic Speaks,,,,
10-19-2018,11:10,GBP,H,BOE Gov Carney Speaks,,,,
10-20-2018,11:00,USD,M,FOMC Member Bostic Speaks,,,,
10-21-2018,0:01,NZD,N,Bank Holiday [All Day],,,,
10-21-2018,21:00,AUD,M,RBA Assist Gov Debelle Speaks,,,,
10-21-2018,23:30,JPY,L,All Industries Activity m/m,0.50%,0.40%,-0.20%,0.00%
10-22-2018,5:00,EUR,L,German Buba Monthly Report,,,,
10-22-2018,7:30,CAD,L,Wholesale Sales m/m,-0.10%,0.10%,1.10%,1.50%
10-22-2018,9:30,AUD,L,CB Leading Index m/m,0.20%,,0.10%,
10-22-2018,17:35,AUD,M,RBA Assist Gov Debelle Speaks,,,,
10-22-2018,22:00,AUD,M,RBA Assist Gov Bullock Speaks,,,,
10-22-2018,23:30,AUD,M,RBA Assist Gov Debelle Speaks,,,,
10-23-2018,0:00,JPY,L,BOJ Core CPI y/y,0.50%,,0.50%,
10-23-2018,1:00,EUR,L,German PPI m/m,0.50%,0.30%,0.30%,
10-23-2018,5:00,GBP,L,CBI Industrial Order Expectations,-6,-1,-1,
10-23-2018,5:30,GBP,M,MPC Member Haldane Speaks,,,,
10-23-2018,9:00,EUR,L,Consumer Confidence,-3,-3,-3,
10-23-2018,9:00,USD,L,Richmond Manufacturing Index,15,25,29,
10-23-2018,10:20,GBP,H,BOE Gov Carney Speaks,,,,
10-23-2018,12:30,USD,M,FOMC Member Bostic Speaks,,,,
10-23-2018,19:30,JPY,L,Flash Manufacturing PMI,53.1,52.6,52.5,52.9
10-24-2018,2:15,EUR,M,French Flash Manufacturing PMI,51.2,52.4,52.5,
10-24-2018,2:15,EUR,M,French Flash Services PMI,55.6,54.7,54.8,54.3
10-24-2018,2:30,EUR,M,German Flash Manufacturing PMI,52.3,53.4,53.7,
10-24-2018,2:30,EUR,M,German Flash Services PMI,53.6,55.5,55.9,56.5
10-24-2018,3:00,EUR,L,M3 Money Supply y/y,3.50%,3.50%,3.40%,3.50%
10-24-2018,3:00,EUR,L,Private Loans y/y,3.10%,3.20%,3.10%,
10-24-2018,3:00,EUR,M,Flash Manufacturing PMI,52.1,53,53.2,53.3
10-24-2018,3:00,EUR,M,Flash Services PMI,53.3,54.5,54.7,
10-24-2018,3:30,GBP,L,High Street Lending,38.5K,39.0K,39.2K,39.4K
10-24-2018,8:00,EUR,L,Belgian NBB Business Climate,-1.1,0.5,1.2,
10-24-2018,8:00,USD,L,HPI m/m,0.30%,0.30%,0.40%,0.20%
10-24-2018,8:45,USD,L,Flash Manufacturing PMI,55.9,55.4,55.6,
10-24-2018,8:45,USD,L,Flash Services PMI,54.7,54.1,53.5,52.9
10-24-2018,9:00,CAD,H,BOC Monetary Policy Report,,,,
10-24-2018,9:00,CAD,H,BOC Rate Statement,,,,
10-24-2018,9:00,CAD,H,Overnight Rate,1.75%,1.75%,1.50%,
10-24-2018,9:00,USD,L,New Home Sales,553K,627K,585K,629K
10-24-2018,9:30,USD,M,Crude Oil Inventories,6.3M,3.6M,6.5M,
10-24-2018,10:15,CAD,H,BOC Press Conference,,,,
10-24-2018,12:00,USD,M,FOMC Member Bostic Speaks,,,,
10-24-2018,12:10,USD,M,FOMC Member Mester Speaks,,,,
10-24-2018,13:00,USD,L,Beige Book,,,,
10-24-2018,16:45,NZD,M,Trade Balance,-1560M,-1365M,-1470M,-1484M
10-24-2018,18:00,USD,L,FOMC Member Brainard Speaks,,,,
10-24-2018,18:50,JPY,L,SPPI y/y,1.20%,1.20%,1.30%,
10-25-2018,0:01,All,M,OPEC-JMMC Meetings [All Day],,,,
10-25-2018,2:00,EUR,M,Spanish Unemployment Rate,14.60%,14.90%,15.30%,
10-25-2018,3:00,EUR,M,German Ifo Business Climate,102.8,103.1,103.7,
10-25-2018,6:45,EUR,H,Main Refinancing Rate,0.00%,0.00%,0.00%,
10-25-2018,7:30,EUR,H,ECB Press Conference,,,,
10-25-2018,7:30,USD,H,Core Durable Goods Orders m/m,0.10%,0.50%,0.00%,0.10%
10-25-2018,7:30,USD,L,Goods Trade Balance,-76.0B,-74.9B,-75.5B,-75.8B
10-25-2018,7:30,USD,L,Prelim Wholesale Inventories m/m,0.30%,0.50%,1.00%,0.80%
10-25-2018,7:30,USD,L,Unemployment Claims,215K,214K,210K,
10-25-2018,7:30,USD,M,Durable Goods Orders m/m,0.80%,-1.30%,4.40%,4.50%
10-25-2018,8:00,CNY,L,CB Leading Index m/m,1.20%,,0.70%,
10-25-2018,9:00,USD,L,Pending Home Sales m/m,0.50%,-0.10%,-1.90%,-1.80%
10-25-2018,9:30,USD,L,Natural Gas Storage,58B,47B,81B,
10-25-2018,11:15,USD,M,FOMC Member Clarida Speaks,,,,
10-25-2018,16:30,USD,M,FOMC Member Mester Speaks,,,,
10-25-2018,18:30,JPY,L,Tokyo Core CPI y/y,1.00%,1.00%,1.00%,
10-26-2018,1:00,EUR,L,German GfK Consumer Climate,10.6,10.5,10.6,
10-26-2018,7:30,USD,H,Advance GDP q/q,3.50%,3.30%,4.20%,4.10%
10-26-2018,7:30,USD,M,Advance GDP Price Index q/q,1.70%,2.10%,3.00%,
10-26-2018,9:00,EUR,H,ECB President Draghi Speaks,,,,
10-26-2018,9:00,USD,L,Revised UoM Inflation Expectations,2.90%,,2.80%,
10-26-2018,9:00,USD,M,Revised UoM Consumer Sentiment,98.6,98.9,99,
10-27-2018,21:00,CHF,N,Daylight Saving Time Shift,,,,
10-27-2018,21:00,EUR,N,Daylight Saving Time Shift,,,,
10-27-2018,21:00,GBP,N,Daylight Saving Time Shift,,,,
10-28-2018,18:50,JPY,L,Retail Sales y/y,2.10%,2.10%,2.70%,
10-28-2018,23:20,AUD,L,HIA New Home Sales m/m,1.10%,,-2.90%,
10-29-2018,4:30,GBP,L,M4 Money Supply m/m,-0.30%,0.30%,0.10%,0.20%
10-29-2018,4:30,GBP,L,Mortgage Approvals,65K,65K,66K,
10-29-2018,4:30,GBP,M,Net Lending to Individuals m/m,4.7B,4.1B,4.3B,4.0B
10-29-2018,7:30,USD,L,Personal Income m/m,0.20%,0.40%,0.40%,0.30%
10-29-2018,7:30,USD,M,Core PCE Price Index m/m,0.20%,0.10%,0.00%,
10-29-2018,7:30,USD,M,Personal Spending m/m,0.40%,0.40%,0.50%,0.30%
10-29-2018,10:25,GBP,M,Autumn Forecast Statement,,,,
10-29-2018,18:30,JPY,L,Unemployment Rate,2.30%,2.40%,2.40%,
10-29-2018,19:30,AUD,M,Building Approvals m/m,3.30%,3.90%,-8.10%,-9.40%
10-29-2018,21:10,AUD,M,RBA Assist Gov Bullock Speaks,,,,
10-30-2018,0:01,EUR,M,German Prelim CPI m/m [All Day],0.20%,0.10%,0.40%,
10-30-2018,1:30,EUR,L,French Flash GDP q/q,0.40%,0.40%,0.20%,
10-30-2018,2:45,EUR,L,French Consumer Spending m/m,-1.70%,-0.40%,1.10%,0.80%
10-30-2018,3:00,CHF,M,KOF Economic Barometer,100.1,100.8,102.3,102.2
10-30-2018,3:00,EUR,L,Spanish Flash CPI y/y,2.30%,2.30%,2.30%,2.20%
10-30-2018,3:55,EUR,L,German Unemployment Change,-11K,-12K,-23K,
10-30-2018,4:00,EUR,L,Italian Prelim GDP q/q,0.00%,0.20%,0.20%,
10-30-2018,5:00,EUR,M,Prelim Flash GDP q/q,0.20%,0.40%,0.40%,0.30%
10-30-2018,5:14,EUR,L,Italian 10-y Bond Auction,3.36|1.5,,2.90|1.4,
10-30-2018,6:00,GBP,L,CBI Realized Sales,5,27,23,
10-30-2018,8:00,USD,L,S+P/CS Composite-20 HPI y/y,5.50%,6.00%,5.90%,
10-30-2018,9:00,USD,H,CB Consumer Confidence,137.9,136.3,135.3,138.4
10-30-2018,14:30,CAD,H,BOC Gov Poloz Speaks,,,,
10-30-2018,16:45,NZD,L,Building Consents m/m,-1.50%,,6.80%,7.80%
10-30-2018,18:50,JPY,L,Prelim Industrial Production m/m,-1.10%,-0.30%,0.20%,0.70%
10-30-2018,19:00,NZD,H,ANZ Business Confidence,-37.1,,-38.3,
10-30-2018,19:01,GBP,L,BRC Shop Price Index y/y,-0.20%,,0.20%,
10-30-2018,19:01,GBP,L,GfK Consumer Confidence,-10,-10,-9,
10-30-2018,19:30,AUD,H,CPI q/q,0.40%,0.50%,0.40%,
10-30-2018,19:30,AUD,H,Trimmed Mean CPI q/q,0.40%,0.40%,0.40%,0.50%
10-30-2018,19:30,AUD,L,Private Sector Credit m/m,0.40%,0.40%,0.50%,
10-30-2018,20:00,CNY,M,Manufacturing PMI,50.2,50.6,50.8,
10-30-2018,20:00,CNY,M,Non-Manufacturing PMI,53.9,54.7,54.9,
10-30-2018,22:08,JPY,H,BOJ Outlook Report,,,,
10-30-2018,22:08,JPY,H,Monetary Policy Statement,,,,
10-30-2018,22:08,JPY,M,BOJ Policy Rate,-0.10%,-0.10%,-0.10%,
10-31-2018,0:00,JPY,L,Housing Starts y/y,-1.50%,-0.70%,1.60%,
10-31-2018,0:02,JPY,L,Consumer Confidence,43,43.5,43.4,
10-31-2018,1:30,JPY,H,BOJ Press Conference,,,,
10-31-2018,2:00,EUR,L,German Retail Sales m/m,0.10%,0.50%,-0.30%,-0.10%
10-31-2018,2:45,EUR,L,French Prelim CPI m/m,0.10%,0.10%,-0.20%,
10-31-2018,3:00,EUR,M,Spanish Flash GDP q/q,0.60%,0.60%,0.60%,
10-31-2018,4:00,CHF,L,Credit Suisse Economic Expectations,-39.1,,-30.8,
10-31-2018,4:00,EUR,L,Italian Monthly Unemployment Rate,10.10%,9.90%,9.80%,9.70%
10-31-2018,5:00,EUR,L,Italian Prelim CPI m/m,0.00%,0.20%,-0.50%,-0.40%
10-31-2018,5:00,EUR,L,Unemployment Rate,8.10%,8.10%,8.10%,
10-31-2018,5:00,EUR,M,Core CPI Flash Estimate y/y,1.10%,1.10%,0.90%,
10-31-2018,5:00,EUR,M,CPI Flash Estimate y/y,2.20%,2.20%,2.10%,
10-31-2018,7:15,USD,M,ADP Non-Farm Employment Change,227K,188K,218K,230K
10-31-2018,7:30,CAD,H,GDP m/m,0.10%,0.00%,0.20%,
10-31-2018,7:30,CAD,L,IPPI m/m,0.10%,0.00%,-0.50%,
10-31-2018,7:30,CAD,M,RMPI m/m,-0.90%,-0.50%,-4.80%,-4.60%
10-31-2018,7:30,USD,M,Employment Cost Index q/q,0.80%,0.70%,0.60%,
10-31-2018,8:45,USD,L,Chicago PMI,58.4,60.1,60.4,
10-31-2018,9:30,USD,M,Crude Oil Inventories,3.2M,3.6M,6.3M,
10-31-2018,12:15,CHF,H,SNB Chairman Jordan Speaks,,,,
10-31-2018,15:15,CAD,H,BOC Gov Poloz Speaks,,,,
10-31-2018,16:30,AUD,L,AIG Manufacturing Index,58.3,,59,
10-31-2018,19:30,AUD,L,Import Prices q/q,1.90%,1.10%,3.20%,
10-31-2018,19:30,AUD,M,Trade Balance,3.02B,1.71B,2.34B,1.60B
10-31-2018,19:30,JPY,L,Final Manufacturing PMI,52.9,53.1,53.1,
10-31-2018,20:45,CNY,L,Caixin Manufacturing PMI,50.1,49.9,50,
10-31-2018,22:35,JPY,L,10-y Bond Auction,0.14|4.3,,0.14|4.2,
11-01-2018,0:01,EUR,N,French Bank Holiday [All Day],,,,
11-01-2018,0:01,EUR,N,Italian Bank Holiday [All Day],,,,
11-01-2018,0:01,USD,L,Total Vehicle Sales [All Day],17.6M,17.1M,17.4M,
11-01-2018,0:30,AUD,L,Commodity Prices y/y,13.10%,,6.20%,4.80%
11-01-2018,1:45,CHF,L,SECO Consumer Climate,-6,-8,-7,
11-01-2018,2:00,GBP,L,Nationwide HPI m/m,0.00%,0.20%,0.20%,0.30%
11-01-2018,3:15,CHF,L,CPI m/m,0.20%,0.20%,0.10%,
11-01-2018,3:30,CHF,L,Manufacturing PMI,57.4,58.6,59.7,
11-01-2018,4:30,GBP,H,Manufacturing PMI,51.1,53,53.6,53.8
11-01-2018,6:30,USD,L,Challenger Job Cuts y/y,153.60%,,70.90%,
11-01-2018,7:00,GBP,H,BOE Inflation Report,,,,
11-01-2018,7:00,GBP,H,Monetary Policy Summary,,,,
11-01-2018,7:00,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,
11-01-2018,7:00,GBP,L,Asset Purchase Facility,435B,435B,435B,
11-01-2018,7:00,GBP,L,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,
11-01-2018,7:00,GBP,M,Official Bank Rate,0.75%,0.75%,0.75%,
11-01-2018,7:30,GBP,H,BOE Gov Carney Speaks,,,,
11-01-2018,7:30,USD,L,Prelim Nonfarm Productivity q/q,2.20%,2.20%,3.00%,2.90%
11-01-2018,7:30,USD,L,Prelim Unit Labor Costs q/q,1.20%,1.10%,-1.00%,-0.90%
11-01-2018,7:30,USD,L,Unemployment Claims,214K,213K,216K,215K
11-01-2018,8:30,CAD,L,Manufacturing PMI,53.9,,54.8,
11-01-2018,8:45,USD,L,Final Manufacturing PMI,55.7,55.9,55.9,
11-01-2018,9:00,USD,H,ISM Manufacturing PMI,57.7,59,59.8,
11-01-2018,9:00,USD,L,Construction Spending m/m,0.00%,0.20%,0.80%,0.10%
11-01-2018,9:00,USD,L,ISM Manufacturing Prices,71.6,67.5,66.9,
11-01-2018,9:30,USD,L,Natural Gas Storage,48B,53B,58B,
11-01-2018,18:50,JPY,L,Monetary Base y/y,5.90%,6.20%,5.90%,
11-01-2018,19:30,AUD,H,Retail Sales m/m,0.20%,0.30%,0.30%,
11-01-2018,19:30,AUD,L,PPI q/q,0.80%,0.20%,0.30%,
11-02-2018,2:00,EUR,L,German Import Prices m/m,0.40%,0.40%,0.00%,
11-02-2018,2:45,EUR,L,French Gov Budget Balance,-87.1B,,-97.3B,
11-02-2018,3:15,CHF,L,Retail Sales y/y,-2.70%,-0.20%,0.40%,
11-02-2018,3:15,EUR,L,Spanish Manufacturing PMI,51.8,51,51.4,
11-02-2018,3:45,EUR,L,Italian Manufacturing PMI,49.2,49.7,50,
11-02-2018,3:50,EUR,L,French Final Manufacturing PMI,51.2,51.2,51.2,
11-02-2018,3:55,EUR,L,German Final Manufacturing PMI,52.2,52.3,52.3,
11-02-2018,4:00,EUR,L,Final Manufacturing PMI,52,52.1,52.1,
11-02-2018,4:30,GBP,M,Construction PMI,53.2,52,52.1,
11-02-2018,7:30,CAD,H,Employment Change,11.2K,12.7K,63.3K,
11-02-2018,7:30,CAD,H,Unemployment Rate,5.80%,5.90%,5.90%,
11-02-2018,7:30,CAD,M,Trade Balance,-0.4B,0.2B,-0.6B,0.5B
11-02-2018,7:30,USD,H,Average Hourly Earnings m/m,0.20%,0.20%,0.30%,
11-02-2018,7:30,USD,H,Non-Farm Employment Change,250K,194K,118K,134K
11-02-2018,7:30,USD,H,Unemployment Rate,3.70%,3.70%,3.70%,
11-02-2018,7:30,USD,L,Trade Balance,-54.0B,-53.5B,-53.3B,-53.2B
11-02-2018,9:00,USD,L,Factory Orders m/m,0.70%,0.50%,2.60%,2.30%
11-04-2018,2:00,CAD,N,Daylight Saving Time Shift,,,,
11-04-2018,2:00,USD,N,Daylight Saving Time Shift,,,,
11-04-2018,16:30,AUD,L,AIG Services Index,51.1,,52.5,
11-04-2018,18:50,JPY,L,Monetary Policy Meeting Minutes,,,,
11-04-2018,19:00,AUD,L,MI Inflation Gauge m/m,0.10%,,0.30%,
11-04-2018,19:00,NZD,L,ANZ Commodity Prices m/m,-2.40%,,-2.40%,-1.80%
11-04-2018,19:30,AUD,L,ANZ Job Advertisements m/m,0.20%,,-0.70%,-0.80%
11-04-2018,20:00,JPY,M,BOJ Gov Kuroda Speaks,,,,
11-04-2018,20:45,CNY,L,Caixin Services PMI,50.8,52.9,53.1,
11-05-2018,3:00,EUR,L,Spanish Unemployment Change,52.2K,30.3K,20.4K,
11-05-2018,4:30,EUR,L,Sentix Investor Confidence,8.8,9.9,11.4,
11-05-2018,4:30,GBP,H,Services PMI,52.2,53.4,53.9,
11-05-2018,8:10,CAD,H,BOC Gov Poloz Speaks,,,,
11-05-2018,9:45,USD,L,Final Services PMI,54.8,54.7,54.7,
11-05-2018,10:00,USD,H,ISM Non-Manufacturing PMI,60.3,59.3,61.6,
11-05-2018,10:00,USD,L,IBD/TIPP Economic Optimism,56.4,59.2,57.8,
11-05-2018,18:30,JPY,L,Household Spending y/y,-1.60%,1.60%,2.80%,
11-05-2018,19:01,GBP,L,BRC Retail Sales Monitor y/y,0.10%,0.60%,-0.20%,
11-05-2018,22:30,AUD,H,RBA Rate Statement,,,,
11-05-2018,22:30,AUD,M,Cash Rate,1.50%,1.50%,1.50%,
11-06-2018,0:01,USD,H,Congressional Elections [All Day],,,,
11-06-2018,2:00,EUR,L,German Factory Orders m/m,0.30%,-0.40%,2.50%,2.00%
11-06-2018,3:15,EUR,L,Spanish Services PMI,54,51.9,52.5,
11-06-2018,3:45,EUR,L,Italian Services PMI,49.2,52.1,53.3,
11-06-2018,3:50,EUR,L,French Final Services PMI,55.3,55.6,55.6,
11-06-2018,3:55,EUR,L,German Final Services PMI,54.7,53.6,53.6,
11-06-2018,4:00,EUR,L,Final Services PMI,53.7,53.3,53.3,
11-06-2018,5:00,EUR,L,PPI m/m,0.50%,0.40%,0.40%,0.30%
11-06-2018,5:35,GBP,L,10-y Bond Auction,1.49|2.0,,1.60|1.9,
11-06-2018,8:30,CAD,L,Building Permits m/m,0.40%,0.30%,-1.10%,0.40%
11-06-2018,10:00,USD,L,JOLTS Job Openings,7.01M,7.09M,7.29M,7.14M
11-06-2018,10:22,NZD,L,GDT Price Index,-2.00%,,-0.30%,
11-06-2018,13:01,USD,L,10-y Bond Auction,3.21|2.5,,3.23|2.4,
11-06-2018,16:30,AUD,L,AIG Construction Index,46.4,,49.3,
11-06-2018,16:45,NZD,H,Employment Change q/q,1.10%,0.50%,0.60%,0.50%
11-06-2018,16:45,NZD,H,Unemployment Rate,3.90%,4.40%,4.40%,4.50%
11-06-2018,16:45,NZD,L,Labor Cost Index q/q,0.50%,0.50%,0.60%,
11-06-2018,19:00,JPY,M,Average Cash Earnings y/y,1.10%,1.20%,0.80%,0.90%
11-06-2018,21:00,NZD,H,Inflation Expectations q/q,2.00%,,2.00%,
11-07-2018,0:00,JPY,L,Leading Indicators,103.90%,103.90%,104.50%,104.40%
11-07-2018,2:00,EUR,L,German Industrial Production m/m,0.20%,0.00%,0.10%,-0.30%
11-07-2018,3:00,CHF,L,Foreign Currency Reserves,753B,,740B,
11-07-2018,3:30,GBP,L,Halifax HPI m/m,0.70%,0.50%,-1.30%,-1.40%
11-07-2018,4:00,EUR,L,Italian Retail Sales m/m,-0.80%,-0.10%,0.60%,0.70%
11-07-2018,5:00,EUR,L,Retail Sales m/m,0.00%,0.10%,0.30%,-0.20%
11-07-2018,5:33,EUR,L,German 10-y Bond Auction,0.42|1.4,,0.55|1.1,
11-07-2018,9:00,CHF,M,Gov Board Member Zurbrugg Speaks,,,,
11-07-2018,10:00,CAD,M,Ivey PMI,61.8,50.9,50.4,
11-07-2018,10:30,USD,M,Crude Oil Inventories,5.8M,2.0M,3.2M,
11-07-2018,13:01,USD,L,30-y Bond Auction,3.42|2.1,,3.34|2.4,
11-07-2018,15:00,NZD,H,Official Cash Rate,1.75%,1.75%,1.75%,
11-07-2018,15:00,NZD,H,RBNZ Monetary Policy Statement,,,,
11-07-2018,15:00,NZD,H,RBNZ Rate Statement,,,,
11-07-2018,15:00,USD,L,Consumer Credit m/m,10.9B,15.7B,22.9B,20.1B
11-07-2018,16:00,NZD,H,RBNZ Press Conference,,,,
11-07-2018,18:50,JPY,L,Bank Lending y/y,2.20%,2.40%,2.30%,
11-07-2018,18:50,JPY,L,BOJ Summary of Opinions,,,,
11-07-2018,18:50,JPY,L,Core Machinery Orders m/m,-18.30%,-9.50%,6.80%,
11-07-2018,18:50,JPY,L,Current Account,1.33T,1.36T,1.43T,
11-07-2018,19:01,GBP,L,RICS House Price Balance,-10%,-2%,-2%,
11-07-2018,22:00,CNY,L,USD-Denominated Trade Balance,34.0B,35.0B,31.7B,
11-07-2018,22:00,CNY,M,Trade Balance,234B,209B,213B,
11-08-2018,0:00,JPY,L,Economy Watchers Sentiment,49.5,48.9,48.6,
11-08-2018,1:45,CHF,L,Unemployment Rate,2.50%,2.50%,2.50%,
11-08-2018,2:00,EUR,L,German Trade Balance,17.6B,18.2B,18.2B,18.3B
11-08-2018,2:45,EUR,L,French Trade Balance,-5.7B,-6.1B,-5.7B,-5.6B
11-08-2018,4:00,EUR,L,ECB Economic Bulletin,,,,
11-08-2018,4:59,EUR,L,French 10-y Bond Auction,0.82|1.8,,0.86|1.6,
11-08-2018,5:00,EUR,M,EU Economic Forecasts,,,,
11-08-2018,8:13,CAD,L,Housing Starts,206K,199K,190K,189K
11-08-2018,8:30,CAD,L,NHPI m/m,0.00%,0.10%,0.00%,
11-08-2018,8:30,USD,L,Unemployment Claims,214K,214K,215K,214K
11-08-2018,10:00,USD,L,Mortgage Delinquencies,4.47%,,4.36%,
11-08-2018,10:30,USD,L,Natural Gas Storage,65B,56B,48B,
11-08-2018,12:30,CHF,M,Gov Board Member Maechler Speaks,,,,
11-08-2018,14:00,USD,H,Federal Funds Rate,<2.25%,<2.25%,<2.25%,
11-08-2018,14:00,USD,H,FOMC Statement,,,,
11-08-2018,18:50,JPY,L,M2 Money Stock y/y,2.70%,2.80%,2.80%,
11-08-2018,19:30,AUD,H,RBA Monetary Policy Statement,,,,
11-08-2018,19:30,AUD,L,Home Loans m/m,-1.00%,-0.90%,-2.20%,-2.10%
11-08-2018,20:30,CNY,L,CPI y/y,2.50%,2.50%,2.50%,
11-08-2018,20:30,CNY,L,PPI y/y,3.30%,3.30%,3.60%,
11-09-2018,2:45,EUR,L,French Industrial Production m/m,-1.80%,-0.30%,0.20%,0.30%
11-09-2018,4:30,GBP,H,GDP m/m,0.00%,0.10%,0.00%,
11-09-2018,4:30,GBP,H,Manufacturing Production m/m,0.20%,0.10%,-0.10%,-0.20%
11-09-2018,4:30,GBP,H,Prelim GDP q/q,0.60%,0.60%,0.40%,
11-09-2018,4:30,GBP,L,Construction Output m/m,1.70%,0.20%,-0.30%,-0.70%
11-09-2018,4:30,GBP,L,Goods Trade Balance,-9.7B,-11.4B,-11.2B,
11-09-2018,4:30,GBP,L,Index of Services 3m-3m,0.40%,0.50%,0.50%,
11-09-2018,4:30,GBP,L,Industrial Production m/m,0.00%,-0.10%,0.00%,0.20%
11-09-2018,4:30,GBP,M,Prelim Business Investment q/q,-1.20%,0.20%,-0.70%,0.50%
11-09-2018,8:30,USD,H,PPI m/m,0.60%,0.20%,0.20%,
